order_item_id,order_id,product_id,quantity,price_per_unit
204,17594,631,7,472.82
205,4336,709,3,480.7
206,21144,135,10,260.1
207,18974,667,8,30.76
208,3990,738,3,270.03
209,3467,533,8,268.0
210,18533,530,5,472.82
211,4370,428,6,84.28
212,11096,105,1,353.35
213,2539,434,7,496.7
214,180,196,8,496.81
215,4994,671,1,482.32
216,19281,96,8,99.96
217,11430,467,8,135.03
218,3777,67,7,149.3
219,14682,528,4,172.47
220,708,654,3,206.97
221,12100,737,5,432.88
222,11460,119,3,37.67
223,1895,369,8,47.74
224,6345,227,5,486.06
225,18126,638,6,405.43
226,17925,292,3,498.47
227,16220,534,8,249.24
228,20078,725,7,484.27
229,1282,649,1,44.2
230,8489,11,8,444.17
231,15434,473,2,238.62
232,10808,327,10,184.09
233,10293,235,6,65.27
234,19760,763,1,321.35
235,20001,436,3,302.7
236,6313,53,9,381.42
237,2972,654,3,115.52
238,6597,533,2,37.56
239,4493,483,3,44.24
240,5180,515,4,170.83
241,1271,93,8,324.74
242,13428,181,8,484.84
243,15128,563,8,174.87
244,5813,161,9,122.5
245,6879,559,3,43.76
246,16020,365,2,160.97
247,1241,522,5,456.97
248,9582,90,3,337.39
249,5787,526,10,104.27
250,5478,1,2,23.9
251,21273,180,8,377.06
252,15388,691,5,315.3
253,13005,132,7,88.62
254,11792,505,2,112.88
255,9669,569,4,386.33
256,2617,416,6,378.07
257,8896,592,1,23.96
258,11075,737,7,261.89
259,20215,596,5,95.37
260,8881,50,10,98.83
261,581,516,2,117.1
262,17344,600,3,386.31
263,13048,114,5,46.63
264,278,532,9,443.7
265,19396,742,2,215.83
266,10459,444,8,103.57
267,9370,660,4,361.25
268,210,27,1,281.11
269,7836,347,2,449.4
270,9260,541,6,183.08
271,11053,744,2,480.02
272,7316,45,8,383.64
273,1284,610,10,110.37
274,16868,165,5,337.28
275,20268,266,9,357.16
276,6419,613,7,342.69
277,19783,377,1,278.93
278,2184,754,1,403.45
279,4761,412,10,162.99
280,2081,740,6,322.38
281,3640,527,2,219.36
282,9242,112,3,414.37
283,16202,33,3,269.98
284,14762,166,4,400.49
285,446,544,3,252.69
286,19949,465,6,382.0
287,19155,242,2,209.13
288,11911,245,7,58.71
289,1705,694,5,123.16
290,12250,485,10,97.96
291,7950,336,7,332.36
292,10200,377,2,55.29
293,10521,344,2,180.08
294,6047,605,9,67.26
295,13079,294,10,165.41
296,6118,143,7,201.92
297,21280,78,7,331.0
298,14918,637,7,450.02
299,2129,622,5,466.91
300,6247,115,9,326.28
301,3206,211,7,19.17
302,4444,565,1,132.17
303,15922,634,6,170.26
304,14659,373,9,241.95
305,18428,137,8,52.97
306,10706,646,3,123.91
307,13477,736,7,44.86
308,15651,276,8,229.45
309,20398,454,8,46.42
310,1907,413,3,499.68
311,13043,315,6,128.39
312,2957,95,6,463.19
313,14541,630,10,166.18
314,4925,726,5,69.85
315,2689,37,3,217.61
316,5863,79,1,33.27
317,3612,671,4,368.82
318,4654,222,8,478.26
319,11444,600,4,491.17
320,11591,142,6,74.89
321,21185,735,9,202.11
322,4720,304,7,372.24
323,4027,428,1,54.94
324,13503,151,4,361.1
325,6441,723,8,171.94
326,14287,75,6,90.71
327,18061,36,9,346.54
328,15891,482,3,445.75
329,7806,107,9,446.92
330,19447,528,7,488.26
331,19031,47,7,439.29
332,8786,460,10,481.02
333,17124,58,7,47.76
334,14772,643,8,133.33
335,10962,300,5,203.33
336,16631,27,1,367.39
337,18009,620,3,42.98
338,11105,215,4,442.82
339,3483,593,10,230.04
340,4142,492,9,53.14
341,12202,547,5,442.51
342,16,438,1,183.7
343,3020,258,5,161.98
344,2671,348,4,286.22
345,2794,391,7,271.26
346,11696,88,4,83.88
347,9973,617,10,156.61
348,2096,78,8,35.98
349,9301,506,1,313.57
350,4035,494,6,362.15
351,7882,380,8,234.44
352,15320,155,3,82.34
353,5563,564,9,187.11
354,18364,434,4,441.17
355,20253,134,3,114.19
356,12798,496,1,195.53
357,11610,167,3,43.8
358,10769,423,4,438.27
359,1412,101,3,445.05
360,17288,24,3,76.98
361,18380,362,9,416.6
362,14535,481,3,161.84
363,6108,284,1,127.5
364,6993,232,5,419.42
365,18005,485,9,144.99
366,3682,562,6,121.22
367,16899,2,4,162.33
368,4199,669,6,394.89
369,5246,577,4,81.65
370,4369,688,7,209.74
371,20752,116,3,479.32
372,21364,575,4,321.23
373,9523,496,1,90.83
374,18971,178,2,237.25
375,3880,47,9,183.33
376,11490,593,10,170.31
377,14088,121,10,108.76
378,11115,389,9,347.22
379,17054,539,9,312.17
380,20501,386,3,131.14
381,296,590,5,129.95
382,4604,732,2,349.03
383,5631,611,1,112.18
384,11788,480,3,383.23
385,13112,18,4,102.78
386,21223,338,6,58.76
387,11719,112,1,171.73
388,15462,432,10,13.18
389,10484,298,1,149.57
390,14619,741,9,164.08
391,249,62,1,101.82
392,5396,647,10,59.92
393,4409,577,8,58.33
394,3281,253,6,126.64
395,16922,576,5,255.95
396,12284,436,3,466.24
397,21091,253,8,41.22
398,16248,543,6,395.49
399,17272,33,3,135.3
400,4384,632,9,390.2
401,13909,526,5,359.79
402,2409,193,3,56.38
403,7350,304,6,52.24
404,9725,636,3,261.04
405,10769,355,1,355.62
406,5474,65,1,392.41
407,11043,755,1,76.66
408,2401,297,3,288.14
409,654,602,3,33.33
410,10726,416,7,49.35
411,9291,578,1,264.2
412,15116,665,9,16.57
413,2483,235,3,171.69
414,149,354,2,344.32
415,17539,580,3,134.12
416,8728,480,10,113.58
417,12539,419,5,438.01
418,11448,430,5,385.24
419,4825,651,10,381.19
420,21366,340,6,77.7
421,15132,464,5,250.09
422,12266,702,4,373.2
423,6074,394,3,232.72
424,6864,744,10,323.43
425,19537,343,2,310.53
426,13572,514,3,107.67
427,1916,579,6,87.12
428,13013,473,4,287.68
429,256,76,7,215.43
430,19309,308,4,239.72
431,5823,649,9,461.74
432,7250,561,5,266.46
433,18373,181,2,79.15
434,11331,66,2,109.88
435,21429,373,6,440.42
436,2585,207,3,341.44
437,141,216,8,168.81
438,14080,650,4,321.13
439,19045,112,8,21.72
440,9841,62,2,61.49
441,13550,266,3,371.8
442,12880,274,1,80.02
443,6497,571,9,344.91
444,3029,53,6,45.99
445,13240,458,6,307.73
446,9622,692,4,264.39
447,11107,161,4,251.85
448,15326,143,3,11.89
449,7424,473,6,256.5
450,12323,489,1,334.19
451,17527,381,7,213.51
452,2986,312,5,94.18
453,20801,633,3,338.4
454,17501,413,10,71.45
455,5502,235,7,182.56
456,18028,40,10,102.51
457,15172,376,9,268.19
458,12929,98,1,241.68
459,16510,61,3,104.25
460,8029,44,3,324.23
461,13802,283,8,310.81
462,12454,378,3,339.31
463,2877,477,8,375.49
464,11912,528,10,306.13
465,20216,755,4,47.54
466,9344,422,1,118.03
467,16864,360,3,244.06
468,915,656,3,172.32
469,9178,640,3,160.09
470,14051,584,4,388.39
471,20296,423,7,152.46
472,10560,719,10,171.88
473,15196,363,1,425.72
474,8137,517,3,237.92
475,16600,614,4,331.35
476,21118,245,10,476.87
477,18233,216,10,216.66
478,17377,605,1,347.97
479,5622,627,4,96.34
480,7671,518,3,218.26
481,16787,729,2,464.55
482,13947,126,10,281.64
483,6345,274,3,218.17
484,1013,472,9,444.87
485,13427,103,6,452.62
486,5833,488,1,168.81
487,3762,457,3,160.12
488,3883,537,5,337.36
489,18815,243,3,424.84
490,13528,660,5,287.91
491,1185,326,9,400.35
492,7157,517,1,353.0
493,6024,702,2,427.83
494,8937,416,5,490.69
495,18683,693,5,176.12
496,5183,545,3,91.6
497,2985,469,9,126.66
498,4845,380,10,34.21
499,6753,296,8,231.99
500,6377,473,5,446.38
501,21230,317,10,408.13
502,11176,153,9,380.46
503,15827,150,3,274.02
504,1144,676,7,272.72
505,16162,382,10,346.74
506,7327,486,3,447.77
507,18001,244,3,175.5
508,4871,345,1,275.27
509,20969,203,2,483.84
510,12950,570,8,335.33
511,20732,116,1,136.98
512,11184,198,3,210.8
513,12713,48,6,301.64
514,1748,502,2,312.9
515,2943,355,8,418.53
516,15668,627,3,174.96
517,20305,529,3,164.4
518,9026,101,1,361.67
519,10847,186,4,119.85
520,3513,444,8,253.05
521,16309,684,4,167.59
522,20770,214,3,30.26
523,18892,648,1,368.18
524,21225,69,9,225.69
525,18208,23,5,422.64
526,4782,96,2,135.46
527,16205,290,7,146.72
528,15890,489,8,440.09
529,8022,251,3,204.53
530,11536,282,9,310.28
531,20271,513,8,50.05
532,14389,300,7,247.82
533,15380,706,4,208.61
534,12458,222,6,230.02
535,13337,380,3,66.89
536,9125,341,2,216.29
537,20194,101,2,253.02
538,16041,451,2,374.17
539,2318,764,4,434.94
540,4396,342,5,126.18
541,19600,757,10,107.11
542,135,600,1,192.91
543,8878,365,8,308.16
544,9858,371,1,264.39
545,13827,530,9,53.52
546,7330,687,4,279.49
547,16145,114,3,25.05
548,16699,320,2,450.48
549,13920,349,5,213.22
550,11908,765,2,286.47
551,2909,13,2,133.93
552,5842,307,8,431.98
553,16037,618,1,135.16
554,3310,349,4,253.64
555,16301,181,7,470.78
556,5021,696,2,413.22
557,11623,620,10,128.31
558,10158,228,3,406.46
559,14924,677,4,177.58
560,20772,746,6,361.89
561,11539,438,9,37.56
562,21381,285,2,154.13
563,13693,605,8,358.32
564,18834,520,8,58.57
565,12893,372,4,160.98
566,3323,408,7,116.16
567,9239,411,7,81.35
568,16051,121,7,66.03
569,17680,649,4,195.03
570,624,484,1,208.79
571,17942,686,8,315.56
572,12996,62,6,146.73
573,11299,299,7,136.44
574,9156,373,5,94.95
575,1234,759,1,403.92
576,10486,549,1,224.94
577,6342,387,8,485.56
578,4887,159,3,124.26
579,19346,608,5,48.1
580,18730,300,7,267.57
581,19755,524,6,16.87
582,12047,149,2,244.88
583,14682,322,9,157.05
584,10950,243,9,364.61
585,7788,194,4,336.48
586,16478,551,1,407.67
587,13111,390,7,460.78
588,10666,467,1,28.97
589,6198,533,4,415.7
590,9125,622,7,76.36
591,6790,93,3,442.35
592,12990,403,9,488.09
593,14086,343,1,45.66
594,19044,480,3,192.82
595,2315,269,8,253.18
596,11977,305,2,325.18
597,9247,476,2,337.24
598,15540,281,9,432.2
599,11318,535,5,419.06
600,352,421,2,79.75
601,19830,342,9,469.62
602,6065,265,6,279.82
603,6497,596,8,148.54
604,9750,665,10,64.55
605,806,84,1,40.43
606,15196,604,3,93.71
607,353,448,2,280.28
608,10778,203,9,368.21
609,6368,513,9,106.78
610,19120,130,2,408.27
611,2446,507,7,428.72
612,9663,594,4,251.88
613,20630,438,6,399.06
614,10947,112,3,13.2
615,13603,123,2,205.94
616,3178,195,9,453.6
617,13869,205,9,380.97
618,16224,74,9,254.93
619,2331,93,10,402.7
620,4522,633,9,485.41
621,14176,759,9,159.29
622,2037,18,5,382.93
623,17820,40,7,164.78
624,7245,161,8,49.29
625,12959,280,10,239.24
626,6108,329,3,58.47
627,19684,315,1,292.2
628,21598,123,2,243.9
629,8822,355,4,340.74
630,4690,197,9,283.85
631,21071,48,3,152.5
632,16563,139,1,83.95
633,5387,731,6,413.13
634,21029,235,4,177.91
635,7067,240,8,60.92
636,18320,622,4,289.07
637,19454,451,6,465.59
638,14175,474,3,126.53
639,14805,572,10,319.75
640,3574,461,7,401.07
641,15872,107,10,382.86
642,7449,712,6,299.98
643,914,355,4,113.96
644,12910,379,5,422.71
645,14210,390,3,309.43
646,5260,251,2,55.61
647,17557,762,10,446.08
648,7470,492,10,174.16
649,14132,26,10,84.89
650,2862,417,6,77.57
651,16038,566,9,476.94
652,18471,426,10,489.23
653,1381,687,8,264.1
654,18821,43,7,186.74
655,10619,234,2,109.86
656,445,728,3,98.21
657,13310,610,8,407.03
658,5626,584,1,22.19
659,3813,371,3,117.66
660,14459,278,8,222.1
661,12864,687,1,444.23
662,5611,309,4,454.08
663,3620,34,2,347.86
664,3486,643,9,396.21
665,21176,756,5,250.42
666,13598,58,8,139.22
667,19598,515,1,251.11
668,20792,606,6,23.65
669,8274,297,10,330.99
670,7257,131,4,218.59
671,333,441,8,136.91
672,4313,122,7,469.64
673,16967,321,2,481.45
674,11142,651,10,127.98
675,1550,627,6,449.25
676,13952,435,8,446.52
677,324,342,3,26.91
678,20848,367,1,230.25
679,18333,305,10,96.03
680,5204,205,10,66.77
681,9717,667,4,42.0
682,5843,570,8,465.37
683,16810,630,8,142.4
684,21385,156,10,491.28
685,2567,750,2,479.58
686,7351,754,2,466.22
687,20422,298,4,491.08
688,16067,336,10,229.34
689,2854,293,5,286.06
690,21388,378,1,124.7
691,18204,6,1,197.8
692,10755,121,1,482.12
693,14694,576,5,60.0
694,10788,427,9,64.86
695,3279,11,8,456.58
696,5090,717,1,231.37
697,2214,504,3,329.56
698,12722,501,3,426.19
699,12623,608,7,488.15
700,17746,628,10,133.79
701,12782,409,4,91.78
702,7798,153,10,73.12
703,8495,447,10,260.65
704,12575,84,7,170.05
705,12939,25,9,375.2
706,6295,588,4,279.2
707,4168,668,8,406.81
708,2379,529,2,95.51
709,15233,532,2,214.86
710,11741,247,1,412.75
711,2113,393,10,406.2
712,9212,525,5,285.96
713,21449,215,1,352.08
714,7917,575,5,399.43
715,18118,102,6,138.49
716,12825,85,2,186.42
717,4420,183,8,247.01
718,2143,626,2,206.7
719,4196,279,9,440.41
720,20400,309,9,150.27
721,7134,63,1,421.82
722,15622,577,3,215.73
723,706,531,5,47.12
724,19257,593,3,377.23
725,1201,756,3,293.14
726,19921,1,2,473.9
727,7103,19,10,139.05
728,15568,77,3,201.38
729,3355,106,8,354.07
730,7035,602,4,206.96
731,17232,163,1,80.09
732,3531,279,3,415.07
733,11328,549,5,299.29
734,2218,617,4,357.27
735,5886,405,4,185.67
736,17645,627,5,216.31
737,4064,676,9,468.54
738,6424,57,8,26.97
739,7951,565,9,104.21
740,5295,222,7,279.99
741,16714,480,9,367.28
742,3499,314,2,480.18
743,8562,512,6,470.17
744,16181,686,1,269.44
745,5095,494,9,343.73
746,12547,737,8,461.83
747,15266,596,1,386.63
748,15948,440,2,232.25
749,10294,622,6,196.06
750,12035,566,1,157.22
751,18183,242,7,332.04
752,15256,408,5,119.97
753,17039,45,9,343.29
754,9244,274,6,17.74
755,17750,395,10,275.5
756,1639,505,2,280.92
757,12576,715,9,321.21
758,20574,158,4,308.47
759,4672,287,4,362.48
760,14242,597,2,251.66
761,15600,302,3,134.89
762,34,143,5,319.14
763,8357,623,2,281.91
764,1290,699,4,382.8
765,14917,365,6,167.4
766,11955,99,9,308.91
767,3069,153,4,102.69
768,11269,549,4,381.53
769,1928,634,10,110.55
770,5115,207,6,14.7
771,7155,743,1,236.69
772,6937,605,1,421.4
773,19033,25,9,220.89
774,16024,438,10,403.47
775,11762,693,8,438.09
776,2595,578,3,196.97
777,16227,456,3,330.23
778,15806,660,5,327.86
779,21300,243,3,160.28
780,8436,329,7,393.21
781,14880,251,2,176.73
782,17983,654,10,342.89
783,9903,751,10,273.24
784,9490,726,5,381.22
785,8875,572,10,107.69
786,12884,458,4,324.49
787,14003,668,9,284.14
788,5140,60,4,330.48
789,1116,542,7,359.71
790,16961,610,9,389.23
791,16011,403,3,477.79
792,14781,231,8,457.62
793,13813,248,10,133.18
794,15419,496,7,378.34
795,14029,721,10,137.85
796,5487,494,6,265.13
797,2292,500,4,213.93
798,15077,324,5,417.51
799,1134,559,8,404.93
800,20446,259,10,499.18
801,19858,87,4,116.02
802,18249,355,9,257.77
803,4604,210,2,124.03
804,16847,483,2,226.3
805,1053,508,8,441.65
806,3524,455,10,69.7
807,4462,378,2,486.19
808,10444,338,6,59.18
809,9366,492,8,37.36
810,21442,442,2,337.31
811,19047,558,6,142.81
812,2386,292,2,21.69
813,6463,386,9,399.45
814,16011,456,1,126.14
815,10796,134,5,185.43
816,1107,293,1,199.02
817,4080,232,3,97.85
818,5013,548,3,176.24
819,5606,516,7,46.02
820,19750,745,2,249.02
821,6284,482,1,384.22
822,4371,671,4,80.41
823,7503,593,9,112.51
824,17783,698,3,235.49
825,13453,99,6,67.82
826,779,273,5,156.29
827,3434,499,7,447.68
828,3826,713,4,211.99
829,17974,693,8,103.83
830,16497,592,4,64.39
831,12362,543,4,425.02
832,21628,493,2,149.3
833,11639,347,10,302.19
834,3622,494,8,463.98
835,14971,350,3,338.66
836,8151,637,3,485.11
837,6004,568,7,328.55
838,2016,361,7,126.25
839,4918,134,2,360.0
840,7227,635,9,28.91
841,4432,36,10,201.72
842,9851,356,1,254.12
843,9484,68,8,120.87
844,17799,549,4,56.94
845,9307,211,1,20.8
846,3896,716,5,406.55
847,6001,483,9,340.08
848,19380,271,1,188.94
849,13157,435,2,282.46
850,19412,424,10,475.38
851,14550,667,7,443.45
852,15730,396,7,392.96
853,21301,73,9,444.63
854,20273,12,10,287.28
855,1418,198,3,368.6
856,1000,720,3,111.41
857,15111,279,6,352.83
858,1002,199,4,279.82
859,14402,614,7,126.68
860,4779,484,6,195.69
861,19284,646,5,44.87
862,17433,130,4,248.75
863,10860,510,4,306.16
864,3557,243,8,388.06
865,17106,730,6,226.54
866,10409,61,5,397.86
867,13160,423,1,185.88
868,17331,177,6,402.82
869,21586,169,7,410.2
870,16896,557,5,357.01
871,9886,737,8,404.24
872,6608,478,1,52.75
873,6985,594,5,437.88
874,14589,713,2,315.28
875,10521,403,9,252.49
876,2857,257,5,341.58
877,12876,369,2,391.3
878,2367,117,8,234.83
879,9331,668,1,418.2
880,18703,498,1,342.22
881,18067,115,10,160.0
882,11857,548,9,329.59
883,14856,113,3,394.97
884,11987,225,4,412.98
885,13290,139,9,278.95
886,2440,357,2,248.72
887,14058,606,2,180.32
888,14526,627,4,324.49
889,4530,7,1,64.26
890,16661,492,5,20.72
891,4619,617,6,193.91
892,16283,241,5,66.33
893,7457,588,2,364.48
894,3905,241,3,299.43
895,20840,155,1,85.0
896,20987,326,5,405.73
897,13717,536,3,183.5
898,14214,595,2,76.24
899,7572,289,4,196.75
900,13605,682,2,371.68
901,19323,190,6,289.19
902,5045,344,9,417.34
903,11638,452,6,25.42
904,21331,43,2,98.16
905,19143,685,6,422.38
906,20044,114,7,221.72
907,4570,360,7,223.05
908,827,586,7,324.41
909,11177,102,9,226.48
910,9617,320,4,286.08
911,15976,676,2,316.78
912,139,449,7,410.83
913,12074,277,8,439.39
914,3715,40,2,117.69
915,8129,177,8,398.43
916,15342,736,3,375.42
917,5620,404,6,386.96
918,5469,132,6,77.21
919,20296,400,7,33.26
920,6839,441,4,360.67
921,4664,159,10,461.62
922,14022,717,3,263.13
923,9735,139,3,203.29
924,3487,730,6,165.65
925,9492,26,9,360.79
926,20300,100,8,179.71
927,13140,363,1,13.76
928,1199,159,3,247.05
929,12753,654,4,263.46
930,8246,335,8,188.1
931,1108,550,10,211.87
932,18901,499,2,415.77
933,2223,627,2,125.45
934,6811,204,2,40.77
935,18442,744,6,403.27
936,5661,306,1,384.32
937,7883,380,9,184.84
938,20083,428,10,103.44
939,17741,63,2,100.35
940,18816,59,7,390.29
941,7381,160,6,256.63
942,10653,86,5,49.16
943,15099,438,1,406.16
944,19075,59,1,17.8
945,17596,237,10,175.25
946,18069,368,2,171.63
947,10991,423,8,231.56
948,19949,313,3,352.66
949,15967,425,1,128.77
950,9729,639,10,115.45
951,13663,649,5,144.4
952,3002,707,6,245.93
953,13274,497,7,148.89
954,14215,261,3,354.45
955,11752,264,9,490.63
956,135,67,4,387.91
957,3958,493,4,256.5
958,3803,88,1,469.87
959,12144,32,8,70.16
960,11927,693,5,434.61
961,4288,571,1,176.71
962,8067,357,2,141.69
963,2404,178,8,23.61
964,3656,746,2,363.21
965,21168,60,9,205.73
966,15706,672,2,234.08
967,20819,320,4,204.97
968,9311,82,6,445.88
969,2147,651,8,289.9
970,16926,123,2,445.76
971,12524,332,4,124.28
972,221,650,4,313.12
973,16946,431,6,107.86
974,3219,584,10,191.4
975,7342,720,9,244.69
976,8576,84,6,345.45
977,20055,624,3,59.75
978,4260,81,1,21.46
979,10177,754,5,136.51
980,230,352,10,447.51
981,17149,10,6,221.15
982,15317,424,7,50.19
983,3659,202,10,449.85
984,20247,95,4,277.83
985,8494,216,4,411.87
986,8362,327,9,63.54
987,13824,257,4,432.29
988,4496,456,6,100.44
989,2929,90,7,48.69
990,3305,94,9,155.02
991,18367,72,4,32.45
992,10886,519,9,328.7
993,21487,610,3,268.45
994,12222,126,1,330.02
995,9349,102,4,342.76
996,9203,514,5,317.58
997,16692,707,10,405.92
998,5204,309,5,186.27
999,791,597,9,413.66
1000,6130,601,10,249.95
1001,18648,293,4,470.03
1002,15889,459,2,443.91
1003,11466,44,4,222.51
1004,867,489,7,72.65
1005,13460,39,5,435.38
1006,15714,634,3,379.91
1007,7434,138,2,111.97
1008,15012,435,10,425.06
1009,19558,606,1,149.81
1010,9014,554,4,63.37
1011,5314,282,2,300.46
1012,4349,696,7,117.86
1013,122,399,1,272.64
1014,15026,37,1,260.94
1015,1392,575,5,484.03
1016,8093,8,7,142.78
1017,13783,359,3,64.87
1018,17800,136,6,282.94
1019,6210,275,6,126.11
1020,4381,45,9,140.28
1021,18081,454,4,461.72
1022,1860,398,5,65.18
1023,10056,262,8,251.12
1024,15639,253,6,64.24
1025,20218,641,10,146.02
1026,17509,736,6,366.65
1027,6153,65,3,492.32
1028,4529,160,4,344.8
1029,10971,651,1,107.08
1030,2373,80,8,38.06
1031,21176,275,2,499.23
1032,9048,337,8,436.25
1033,9032,345,5,447.38
1034,7483,341,7,71.87
1035,13019,8,2,66.85
1036,7655,46,4,377.34
1037,19169,514,5,402.53
1038,19667,350,9,99.18
1039,5131,85,1,376.26
1040,93,462,9,241.5
1041,14445,645,3,166.41
1042,4787,214,3,307.01
1043,15662,570,6,99.29
1044,1156,61,4,135.49
1045,8263,31,4,173.21
1046,912,56,5,467.9
1047,9630,234,8,341.73
1048,6030,61,6,70.19
1049,5168,608,1,20.76
1050,2741,325,1,180.88
1051,1714,680,3,44.01
1052,12188,628,4,364.13
1053,17674,135,9,146.69
1054,21104,130,9,69.19
1055,6205,472,1,142.5
1056,11894,679,9,466.27
1057,6610,340,7,161.82
1058,1817,464,10,144.85
1059,6100,565,6,259.66
1060,1907,139,6,15.46
1061,5361,62,2,185.12
1062,7297,744,5,235.4
1063,17189,672,6,455.89
1064,14887,763,2,222.8
1065,10641,313,5,311.75
1066,7008,637,8,180.01
1067,1411,193,4,433.29
1068,20747,244,4,468.36
1069,21093,645,8,22.9
1070,14104,571,5,222.18
1071,8525,521,10,488.54
