order_id,order_date,customer_id,seller_id,order_status
146,29-03-2024,71,22,Cancelled
147,21-12-2022,884,46,Cancelled
148,22-08-2023,425,19,Delivered
149,13-07-2024,630,26,Pending
150,06-05-2024,682,35,Cancelled
151,19-07-2023,541,26,Cancelled
152,20-12-2023,733,7,Cancelled
153,07-02-2023,898,6,Pending
154,09-03-2024,536,50,Delivered
155,18-12-2022,650,33,Pending
156,16-11-2024,48,34,Pending
157,07-02-2024,865,44,Cancelled
158,31-05-2023,721,11,Pending
159,01-03-2023,306,30,Pending
160,21-02-2023,56,21,Pending
161,01-05-2023,189,53,Cancelled
162,13-01-2023,119,44,Cancelled
163,14-07-2023,38,54,Pending
164,14-07-2024,218,17,Pending
165,07-05-2024,712,10,Cancelled
166,06-05-2023,464,4,Cancelled
167,24-03-2024,424,5,Pending
168,20-12-2022,303,14,Pending
169,15-12-2023,179,10,Cancelled
170,21-04-2024,595,15,Pending
171,10-11-2024,279,29,Pending
172,03-11-2023,394,38,Delivered
173,03-01-2023,761,24,Cancelled
174,01-07-2023,74,14,Cancelled
175,25-02-2024,273,19,Pending
176,20-02-2024,511,36,Delivered
177,21-02-2023,668,15,Delivered
178,27-12-2022,742,2,Cancelled
179,21-07-2023,576,20,Cancelled
180,12-05-2024,8,12,Cancelled
181,12-09-2023,551,10,Delivered
182,05-08-2024,113,36,Delivered
183,09-11-2024,865,6,Delivered
184,24-04-2023,786,16,Pending
185,01-05-2023,791,41,Cancelled
186,14-04-2024,635,34,Cancelled
187,02-01-2024,303,24,Cancelled
188,27-11-2022,28,8,Pending
189,13-08-2023,339,16,Pending
190,16-08-2023,409,23,Pending
191,15-12-2022,795,35,Cancelled
192,01-04-2024,680,33,Pending
193,29-09-2023,48,51,Pending
194,05-08-2024,634,37,Cancelled
195,12-02-2023,884,6,Delivered
196,11-05-2023,136,40,Delivered
197,12-09-2023,583,37,Delivered
198,05-09-2024,31,9,Delivered
199,29-05-2024,457,36,Pending
200,22-08-2023,389,35,Delivered
201,03-09-2023,818,49,Pending
202,02-07-2024,591,41,Pending
203,27-11-2022,578,37,Delivered
204,19-09-2023,299,53,Delivered
205,04-06-2023,630,29,Delivered
206,17-01-2024,140,27,Pending
207,16-02-2023,473,29,Cancelled
208,09-11-2023,406,46,Delivered
209,28-01-2024,448,33,Cancelled
210,02-12-2022,195,42,Delivered
211,21-03-2023,651,7,Delivered
212,11-10-2023,772,47,Cancelled
213,05-04-2023,653,3,Delivered
214,13-12-2023,432,19,Delivered
215,19-02-2024,157,49,Pending
216,27-09-2023,446,6,Pending
217,08-06-2023,332,41,Cancelled
218,02-12-2022,843,10,Pending
219,05-11-2024,241,40,Delivered
220,06-02-2024,852,28,Delivered
221,25-01-2024,558,35,Delivered
222,06-03-2023,428,8,Pending
223,17-03-2023,307,54,Cancelled
224,21-01-2024,622,26,Cancelled
225,24-01-2023,119,38,Delivered
226,30-01-2023,485,40,Pending
227,24-03-2023,876,7,Pending
228,26-02-2023,265,17,Delivered
229,09-07-2023,346,42,Delivered
230,19-08-2023,58,34,Pending
231,11-08-2024,182,44,Cancelled
232,12-11-2023,731,27,Cancelled
233,14-01-2024,754,48,Cancelled
234,04-06-2024,859,52,Delivered
235,29-08-2023,365,23,Pending
236,30-01-2024,402,6,Pending
237,23-01-2023,674,47,Delivered
238,16-06-2023,471,10,Cancelled
239,10-02-2024,534,42,Delivered
240,02-07-2023,21,47,Cancelled
241,20-07-2024,122,7,Pending
242,10-05-2024,494,39,Delivered
243,03-04-2024,691,31,Pending
244,05-12-2023,297,17,Pending
245,30-10-2024,178,24,Delivered
246,08-04-2023,479,23,Cancelled
247,03-01-2024,249,42,Cancelled
248,05-03-2023,3,42,Pending
249,25-02-2024,520,40,Cancelled
250,02-11-2023,338,32,Pending
251,21-02-2023,4,37,Delivered
252,22-11-2023,875,8,Delivered
253,11-06-2024,613,9,Delivered
254,20-02-2024,148,18,Delivered
255,03-02-2023,257,52,Pending
256,18-06-2024,231,2,Delivered
257,02-03-2023,380,46,Pending
258,07-01-2024,713,5,Cancelled
259,18-01-2023,814,17,Delivered
260,23-05-2023,572,30,Delivered
261,26-11-2022,226,1,Cancelled
262,24-01-2024,300,39,Pending
263,11-07-2023,518,22,Delivered
264,18-10-2023,421,11,Pending
265,17-02-2023,151,26,Delivered
266,18-01-2023,95,9,Delivered
267,22-05-2024,390,40,Pending
268,09-03-2024,740,26,Pending
269,25-06-2023,791,38,Delivered
270,17-10-2023,846,44,Cancelled
271,11-08-2023,114,18,Cancelled
272,02-04-2024,782,8,Pending
273,28-05-2023,222,40,Delivered
274,15-04-2024,265,52,Pending
275,05-12-2022,57,19,Delivered
276,25-06-2024,479,30,Pending
277,30-05-2023,192,2,Delivered
278,12-08-2023,665,49,Pending
279,21-12-2023,153,18,Cancelled
280,30-11-2023,299,31,Delivered
281,21-03-2024,344,51,Pending
282,07-07-2023,365,11,Cancelled
283,13-01-2023,887,3,Cancelled
284,22-07-2023,163,25,Pending
285,07-05-2023,317,44,Cancelled
286,30-04-2024,854,28,Delivered
287,07-04-2024,50,46,Cancelled
288,14-05-2023,106,54,Pending
289,30-04-2024,584,17,Cancelled
290,06-05-2023,747,8,Delivered
291,18-06-2023,465,43,Pending
292,17-11-2024,280,33,Delivered
293,09-04-2023,418,17,Pending
294,06-01-2024,257,52,Cancelled
295,11-09-2023,802,22,Pending
296,24-03-2023,100,1,Cancelled
297,31-12-2023,884,50,Pending
298,30-12-2023,21,20,Cancelled
299,03-08-2024,417,42,Cancelled
300,25-10-2024,259,8,Delivered
301,07-05-2024,874,54,Pending
302,13-05-2024,370,39,Delivered
303,25-08-2024,8,21,Cancelled
304,30-09-2024,893,15,Cancelled
305,31-05-2023,76,36,Cancelled
306,01-10-2023,696,18,Delivered
307,11-02-2024,407,31,Delivered
308,05-02-2023,583,36,Delivered
309,21-08-2023,800,25,Pending
310,25-04-2023,125,14,Delivered
311,28-06-2023,751,38,Delivered
312,06-08-2023,409,51,Pending
313,17-09-2023,827,38,Delivered
314,14-07-2024,853,24,Cancelled
315,09-12-2023,108,3,Pending
316,16-03-2023,763,39,Cancelled
317,14-08-2023,563,48,Delivered
318,23-10-2024,418,25,Pending
319,05-12-2022,635,4,Delivered
320,12-03-2024,170,26,Cancelled
321,08-11-2024,700,7,Cancelled
322,29-04-2024,214,31,Cancelled
323,11-09-2023,324,51,Cancelled
324,18-07-2023,867,10,Cancelled
325,08-06-2024,535,10,Cancelled
326,14-10-2024,277,51,Cancelled
327,24-04-2023,893,21,Pending
328,14-11-2024,170,34,Cancelled
329,16-04-2024,856,11,Cancelled
330,23-09-2023,167,46,Delivered
331,28-08-2024,533,29,Cancelled
332,15-08-2024,760,26,Delivered
333,25-01-2023,635,14,Delivered
334,13-04-2024,354,10,Pending
335,20-09-2023,452,9,Delivered
336,04-08-2024,646,15,Delivered
337,16-09-2023,240,20,Delivered
338,23-07-2024,217,4,Pending
339,05-06-2024,581,42,Delivered
340,26-04-2023,234,9,Pending
341,16-01-2024,176,49,Cancelled
342,12-03-2024,573,21,Cancelled
343,06-09-2023,471,29,Cancelled
344,21-03-2023,787,1,Delivered
345,20-03-2024,291,42,Cancelled
346,16-01-2023,391,23,Cancelled
347,15-07-2024,272,5,Cancelled
348,03-04-2023,476,35,Pending
349,30-01-2023,371,54,Cancelled
350,27-02-2023,168,33,Cancelled
351,03-05-2024,263,30,Pending
352,15-08-2024,393,53,Pending
353,10-09-2023,897,34,Pending
354,17-07-2023,753,3,Pending
355,14-01-2024,638,17,Delivered
356,27-01-2023,636,15,Cancelled
357,25-10-2023,621,15,Delivered
358,13-04-2024,90,16,Delivered
359,16-02-2023,64,45,Delivered
360,01-05-2023,813,15,Delivered
361,08-09-2024,99,29,Pending
362,05-12-2022,672,47,Pending
363,14-05-2024,285,2,Cancelled
364,06-01-2023,340,42,Delivered
365,21-12-2022,173,27,Pending
366,29-12-2023,115,33,Cancelled
367,13-11-2024,840,38,Delivered
368,13-06-2023,618,29,Delivered
369,01-09-2024,257,30,Cancelled
370,10-09-2023,748,20,Delivered
371,25-09-2024,293,42,Delivered
372,17-06-2023,595,42,Pending
373,28-06-2023,229,24,Delivered
374,05-04-2024,34,2,Delivered
375,21-01-2023,779,21,Cancelled
376,17-02-2023,676,50,Pending
377,30-05-2023,276,18,Delivered
378,06-01-2023,347,3,Delivered
379,15-01-2024,150,17,Delivered
380,25-08-2023,303,37,Cancelled
381,18-02-2023,464,10,Pending
382,20-01-2023,535,18,Delivered
383,16-02-2024,48,13,Delivered
384,15-08-2023,169,11,Pending
385,27-10-2023,311,31,Delivered
386,06-05-2024,584,20,Pending
387,29-11-2023,668,31,Pending
388,29-07-2024,712,6,Delivered
389,13-03-2023,454,18,Pending
390,20-01-2023,400,21,Cancelled
391,27-10-2023,476,41,Cancelled
392,08-03-2024,310,8,Delivered
393,23-03-2024,85,40,Delivered
394,14-01-2023,244,12,Delivered
395,17-05-2023,684,47,Delivered
396,07-09-2024,296,26,Delivered
397,11-07-2023,294,27,Pending
398,20-10-2023,39,36,Delivered
399,23-01-2024,102,32,Pending
400,12-04-2023,543,20,Delivered
401,10-05-2024,111,17,Pending
402,08-01-2024,623,47,Delivered
403,07-05-2023,565,20,Cancelled
404,26-02-2024,844,52,Pending
405,03-03-2024,301,28,Pending
406,10-03-2024,24,45,Cancelled
407,30-09-2023,745,12,Pending
408,04-11-2023,223,43,Pending
409,09-01-2023,702,35,Pending
410,30-11-2023,836,53,Pending
411,01-08-2024,669,44,Delivered
412,23-08-2024,457,31,Delivered
413,05-08-2023,741,9,Delivered
414,07-04-2023,584,52,Pending
415,12-07-2024,400,7,Cancelled
416,13-11-2024,823,29,Delivered
417,24-01-2024,824,50,Cancelled
418,25-07-2024,775,13,Pending
419,09-05-2024,476,39,Pending
420,21-06-2024,339,51,Cancelled
421,26-04-2024,431,14,Delivered
422,22-10-2023,590,2,Pending
423,01-03-2023,272,2,Delivered
424,07-11-2023,163,13,Cancelled
425,15-10-2023,254,32,Pending
426,01-12-2022,50,34,Pending
427,10-08-2023,876,14,Delivered
428,26-02-2024,269,28,Pending
429,14-10-2024,398,51,Delivered
430,19-11-2023,277,12,Cancelled
431,06-08-2024,550,52,Pending
432,06-04-2023,688,1,Cancelled
433,09-07-2023,12,16,Pending
434,19-09-2023,501,6,Cancelled
435,13-08-2024,772,47,Cancelled
436,14-06-2023,112,34,Delivered
437,28-05-2024,535,33,Cancelled
438,21-01-2023,325,39,Pending
439,07-11-2024,467,26,Cancelled
440,06-11-2024,112,3,Pending
441,04-07-2023,188,13,Pending
442,28-03-2024,718,8,Delivered
443,29-06-2024,438,8,Cancelled
444,28-11-2023,226,14,Delivered
445,09-12-2022,336,32,Pending
446,02-11-2024,102,28,Pending
447,14-06-2024,106,34,Delivered
448,26-10-2023,457,30,Delivered
449,01-12-2022,479,11,Pending
450,07-05-2023,493,38,Delivered
451,09-12-2022,175,5,Delivered
452,20-06-2024,228,48,Pending
453,25-01-2023,462,3,Pending
454,23-09-2023,105,16,Delivered
455,27-05-2024,538,53,Pending
456,29-03-2024,591,5,Delivered
457,29-01-2024,134,49,Cancelled
458,11-07-2023,163,34,Delivered
459,24-05-2023,383,41,Delivered
460,29-09-2024,495,28,Delivered
461,13-12-2022,181,32,Delivered
462,05-02-2023,830,37,Cancelled
463,24-02-2024,144,39,Delivered
464,22-04-2023,826,10,Delivered
465,18-08-2023,640,32,Pending
466,02-04-2023,640,26,Cancelled
467,19-06-2023,101,42,Delivered
468,27-12-2022,95,34,Delivered
469,18-01-2023,668,48,Cancelled
470,25-05-2024,887,36,Pending
471,18-09-2024,373,22,Delivered
472,20-07-2023,606,54,Pending
473,10-10-2023,824,12,Cancelled
474,20-02-2024,761,37,Pending
475,25-12-2022,765,5,Pending
476,13-03-2023,133,23,Pending
477,08-12-2022,839,42,Cancelled
478,30-01-2023,76,20,Pending
479,21-05-2023,106,8,Cancelled
480,29-06-2024,208,9,Cancelled
481,14-10-2023,889,36,Pending
482,03-05-2023,505,5,Delivered
483,25-06-2023,890,45,Delivered
484,10-06-2023,293,35,Pending
485,25-11-2022,455,36,Pending
486,03-05-2023,125,7,Cancelled
487,17-12-2023,692,18,Pending
488,29-04-2024,257,17,Delivered
489,06-05-2024,674,29,Delivered
490,20-04-2023,27,33,Delivered
491,23-11-2022,155,22,Delivered
492,05-08-2024,359,36,Cancelled
493,09-04-2024,635,11,Cancelled
494,11-08-2024,289,25,Pending
495,18-08-2024,375,42,Cancelled
496,06-04-2023,114,34,Delivered
497,21-06-2023,490,29,Cancelled
498,22-01-2024,411,44,Cancelled
499,17-07-2023,225,49,Cancelled
500,27-07-2023,464,6,Cancelled
501,14-02-2023,784,3,Cancelled
502,02-09-2024,366,26,Delivered
503,03-11-2024,469,52,Delivered
504,10-01-2024,860,1,Delivered
505,03-09-2023,460,41,Delivered
506,29-09-2024,740,51,Cancelled
507,16-03-2023,444,47,Pending
508,07-11-2024,396,1,Delivered
509,16-02-2024,765,45,Pending
510,30-05-2023,766,24,Delivered
511,25-08-2023,552,33,Delivered
512,14-12-2023,76,27,Delivered
513,02-07-2024,825,17,Cancelled
514,14-05-2023,830,8,Cancelled
515,19-08-2024,219,35,Pending
516,12-05-2023,7,21,Delivered
517,29-09-2024,407,28,Pending
518,26-07-2023,70,31,Pending
519,24-11-2023,220,9,Pending
520,21-09-2024,889,31,Cancelled
521,16-10-2023,217,50,Pending
522,27-08-2024,256,37,Delivered
523,12-10-2023,860,31,Delivered
524,06-08-2023,627,50,Delivered
525,04-12-2023,575,53,Pending
526,25-12-2022,707,52,Pending
527,27-12-2022,198,43,Delivered
528,06-02-2024,668,14,Cancelled
529,24-04-2024,714,17,Cancelled
530,09-09-2024,164,26,Pending
531,29-10-2023,324,15,Delivered
532,29-04-2024,722,5,Cancelled
533,19-07-2024,636,4,Pending
534,28-01-2023,253,17,Delivered
535,04-01-2023,839,44,Pending
536,14-11-2023,211,45,Delivered
537,18-07-2024,326,51,Cancelled
538,18-06-2024,356,34,Pending
539,24-11-2022,133,48,Cancelled
540,28-04-2023,828,42,Cancelled
541,16-01-2023,350,36,Delivered
542,14-04-2024,751,7,Delivered
543,01-08-2023,167,5,Pending
544,26-11-2023,397,23,Delivered
545,16-07-2023,644,13,Cancelled
546,14-10-2023,841,40,Pending
547,14-12-2023,358,50,Delivered
548,27-12-2023,556,41,Delivered
549,01-08-2023,163,30,Delivered
550,03-02-2023,628,46,Cancelled
551,05-10-2023,132,13,Delivered
552,13-09-2023,746,14,Pending
553,01-07-2024,181,36,Pending
554,24-10-2024,859,23,Pending
555,04-01-2023,417,12,Delivered
556,04-07-2024,682,30,Cancelled
557,24-08-2024,291,21,Pending
558,06-01-2023,457,20,Cancelled
559,22-02-2024,506,33,Cancelled
560,09-06-2023,517,42,Cancelled
561,16-11-2024,56,14,Pending
562,23-05-2024,391,42,Pending
563,21-05-2024,604,12,Pending
564,21-08-2023,620,14,Cancelled
565,01-12-2023,417,22,Pending
566,23-07-2024,629,4,Delivered
567,16-03-2023,688,4,Cancelled
568,19-04-2023,264,24,Cancelled
569,18-08-2023,561,17,Cancelled
570,05-02-2023,170,43,Pending
571,06-03-2023,844,2,Cancelled
572,02-07-2023,228,20,Pending
573,23-10-2023,268,40,Delivered
574,09-04-2024,589,30,Delivered
575,19-09-2024,694,47,Delivered
576,27-03-2023,148,23,Cancelled
577,25-10-2023,727,34,Cancelled
578,16-06-2024,840,12,Cancelled
579,21-08-2023,351,49,Delivered
580,10-06-2023,757,34,Cancelled
581,21-06-2023,30,29,Pending
582,03-03-2024,518,18,Pending
583,07-12-2023,456,37,Delivered
584,23-08-2024,537,2,Delivered
585,08-05-2023,589,41,Cancelled
586,09-03-2024,723,20,Cancelled
587,22-07-2023,208,27,Delivered
588,16-09-2023,874,31,Pending
589,09-04-2024,194,3,Pending
590,30-06-2024,811,14,Delivered
591,20-01-2024,842,21,Delivered
592,03-06-2023,426,50,Cancelled
593,04-06-2023,838,27,Cancelled
594,27-10-2023,307,1,Pending
595,10-12-2023,725,9,Pending
596,06-02-2024,56,41,Cancelled
597,11-03-2023,38,20,Cancelled
598,30-07-2024,598,25,Delivered
599,23-11-2022,459,36,Pending
600,07-09-2023,811,6,Pending
601,03-08-2024,44,38,Delivered
602,27-09-2024,88,20,Pending
603,01-04-2024,756,39,Delivered
604,28-09-2023,234,15,Pending
605,29-08-2024,682,16,Delivered
606,31-10-2024,746,2,Cancelled
607,23-04-2023,201,38,Delivered
608,23-06-2024,120,4,Delivered
609,20-03-2023,108,3,Pending
610,12-04-2023,125,3,Pending
611,20-02-2023,551,49,Delivered
612,17-01-2023,625,34,Cancelled
613,24-03-2023,311,40,Delivered
614,20-02-2024,352,28,Pending
615,07-09-2023,767,16,Pending
616,09-03-2024,103,16,Cancelled
617,28-04-2023,654,17,Cancelled
618,20-11-2023,56,18,Cancelled
619,24-01-2024,283,4,Cancelled
620,13-11-2024,401,15,Cancelled
621,25-08-2023,27,16,Delivered
622,25-07-2024,876,27,Pending
623,08-08-2024,80,21,Cancelled
624,21-06-2024,871,37,Delivered
625,09-07-2024,496,27,Pending
626,24-01-2024,495,38,Delivered
627,04-08-2023,29,8,Cancelled
628,18-03-2024,488,14,Delivered
629,18-02-2024,299,52,Delivered
630,04-05-2024,420,26,Pending
631,28-02-2023,633,40,Delivered
632,30-01-2023,861,19,Delivered
633,27-12-2022,616,23,Delivered
634,26-08-2024,424,46,Delivered
635,20-06-2024,401,29,Pending
636,23-08-2023,479,20,Delivered
637,28-02-2024,875,12,Pending
638,20-08-2023,346,34,Cancelled
639,26-01-2023,123,22,Pending
640,11-08-2024,63,7,Pending
641,08-05-2024,71,46,Delivered
642,02-04-2023,124,40,Pending
643,04-12-2022,456,44,Delivered
644,11-11-2023,164,47,Cancelled
645,24-01-2023,568,17,Pending
646,26-12-2023,357,42,Pending
647,28-02-2023,882,12,Delivered
648,16-01-2023,222,38,Pending
649,27-01-2024,81,47,Cancelled
650,22-10-2024,6,6,Cancelled
651,16-05-2024,429,13,Delivered
652,23-05-2024,206,23,Delivered
653,08-08-2024,429,4,Cancelled
654,22-07-2024,720,38,Pending
655,05-02-2024,864,41,Pending
656,15-05-2024,205,25,Cancelled
657,25-06-2024,762,4,Cancelled
658,12-09-2023,415,15,Delivered
659,01-04-2023,370,38,Delivered
660,27-09-2024,512,3,Cancelled
661,06-05-2024,246,3,Delivered
662,29-03-2024,227,31,Pending
663,23-08-2023,284,38,Pending
664,30-03-2024,556,33,Pending
665,05-07-2024,743,11,Delivered
666,20-02-2024,898,2,Delivered
667,27-11-2022,433,20,Pending
668,31-08-2024,623,12,Pending
669,13-01-2024,342,12,Pending
670,21-09-2024,774,46,Cancelled
671,03-04-2023,163,26,Pending
672,24-12-2022,846,3,Delivered
673,21-08-2024,107,9,Pending
674,21-07-2024,756,26,Pending
675,22-11-2023,156,31,Cancelled
676,19-12-2022,558,51,Cancelled
677,22-02-2023,46,50,Pending
678,31-01-2023,363,8,Pending
679,08-12-2022,399,46,Delivered
680,05-12-2022,632,19,Pending
681,03-10-2023,539,2,Delivered
682,17-04-2024,173,32,Pending
683,02-04-2023,404,48,Cancelled
684,12-12-2022,352,54,Pending
685,13-09-2024,363,36,Delivered
686,09-05-2023,111,25,Cancelled
687,23-03-2024,159,5,Pending
688,02-07-2023,302,3,Cancelled
689,30-07-2023,705,29,Pending
690,28-07-2023,309,8,Cancelled
691,08-07-2024,820,53,Pending
692,25-01-2024,809,28,Pending
693,16-08-2023,608,10,Pending
694,08-01-2024,802,26,Delivered
695,07-11-2023,892,13,Pending
696,14-08-2023,57,39,Cancelled
697,20-05-2023,210,5,Cancelled
698,07-08-2024,452,35,Pending
699,15-03-2023,531,35,Pending
700,27-07-2023,447,14,Cancelled
701,08-01-2024,259,6,Delivered
702,04-03-2023,846,16,Delivered
703,23-09-2023,298,22,Delivered
704,29-12-2023,591,41,Delivered
705,14-10-2024,705,25,Cancelled
706,18-08-2023,429,50,Cancelled
707,10-12-2022,669,24,Pending
708,04-06-2024,231,14,Cancelled
709,11-02-2023,219,46,Pending
710,17-05-2024,414,40,Cancelled
711,14-11-2023,840,12,Cancelled
712,19-08-2024,533,1,Cancelled
713,04-12-2022,74,28,Cancelled
714,06-03-2023,176,48,Pending
715,13-04-2024,517,31,Cancelled
716,07-10-2023,518,43,Delivered
717,14-04-2023,518,3,Delivered
718,30-04-2024,201,40,Pending
719,31-07-2023,274,9,Delivered
720,16-09-2024,214,51,Cancelled
721,11-10-2024,492,40,Pending
722,09-02-2023,354,22,Delivered
723,07-08-2024,308,50,Pending
724,04-03-2023,692,37,Delivered
725,01-12-2022,832,50,Pending
726,08-10-2023,636,42,Cancelled
727,30-11-2022,370,8,Pending
728,23-09-2024,257,20,Pending
729,28-07-2023,837,6,Delivered
730,25-03-2024,17,16,Delivered
731,14-01-2023,170,15,Cancelled
732,14-07-2024,497,47,Delivered
733,30-09-2024,175,46,Delivered
734,11-02-2024,763,34,Cancelled
735,26-08-2023,442,12,Delivered
736,05-06-2023,186,5,Cancelled
737,14-06-2024,212,8,Cancelled
738,12-12-2022,560,35,Pending
739,10-03-2024,620,19,Pending
740,06-12-2023,207,47,Cancelled
741,04-11-2023,9,19,Delivered
742,30-12-2022,27,19,Pending
743,09-07-2024,682,53,Cancelled
744,20-08-2023,315,16,Pending
745,05-10-2024,593,30,Pending
746,23-08-2024,572,33,Delivered
747,20-01-2023,346,31,Cancelled
748,16-05-2024,790,14,Pending
749,11-11-2023,663,51,Delivered
750,06-08-2024,611,41,Pending
751,29-04-2024,353,5,Delivered
752,10-08-2023,23,16,Delivered
753,17-11-2023,202,45,Pending
754,02-09-2024,401,48,Cancelled
755,18-04-2023,182,22,Delivered
756,21-03-2024,815,5,Cancelled
757,28-03-2023,653,46,Cancelled
758,12-02-2024,395,12,Pending
759,04-08-2024,326,12,Cancelled
760,01-01-2023,43,42,Pending
761,14-02-2023,405,54,Delivered
762,05-09-2024,99,41,Cancelled
763,02-12-2022,837,23,Cancelled
764,12-01-2024,703,44,Delivered
765,30-05-2023,24,38,Delivered
766,15-12-2023,662,50,Pending
767,04-12-2023,33,21,Cancelled
768,08-03-2023,165,9,Cancelled
769,07-06-2023,680,40,Cancelled
770,01-07-2023,95,11,Pending
771,29-05-2023,26,42,Cancelled
772,07-08-2023,122,15,Delivered
773,08-09-2024,478,22,Cancelled
774,18-03-2023,647,36,Cancelled
775,14-04-2024,838,12,Pending
776,07-06-2024,638,51,Cancelled
